371	427	422	563	487	296
373	427	422	564	489	297
373	428	422	563	487	297
373	427	422	563	487	297
373	428	422	563	487	297
373	428	422	564	487	297
372	428	422	563	488	297
373	428	422	564	487	298
373	427	422	563	487	297
372	428	422	564	487	297
372	428	422	563	487	298
373	427	422	564	487	298
373	427	422	563	487	297
372	427	422	564	487	297
374	428	423	564	487	297
372	427	422	563	487	298
372	427	422	564	487	296
372	428	422	563	487	298
373	429	422	563	487	297
372	428	422	563	487	297
373	429	422	563	487	297
373	427	422	564	487	298
373	427	422	563	487	297
372	426	422	564	487	297
373	427	422	563	487	298
373	427	422	564	487	297
373	428	421	563	488	297
373	428	421	564	487	297
373	427	421	565	487	297
373	427	420	565	486	296
372	426	420	566	486	297
373	427	419	566	486	297
373	426	418	565	486	298
372	427	418	566	485	296
372	427	417	571	483	297
372	428	417	559	481	297
373	428	416	556	479	298
373	427	416	556	478	297
372	428	416	554	476	298
372	428	415	552	476	296
373	428	415	550	475	297
373	428	412	549	475	297
372	429	415	548	474	296
372	427	415	547	473	297
372	429	415	545	473	297
372	428	415	545	473	298
372	429	414	544	472	296
372	429	414	543	472	296
372	429	414	543	473	297
372	430	415	543	472	298
372	430	414	541	472	296
371	430	415	541	472	297
372	429	414	540	472	297
372	429	414	539	472	296
372	430	414	539	472	298
373	429	414	538	472	298
372	429	414	537	472	296
371	429	413	538	472	298
373	429	414	537	472	297
372	429	413	537	472	296
372	429	414	537	472	296
371	430	414	537	472	298
373	430	414	537	472	298
372	428	414	537	471	296
371	429	414	539	472	296
373	429	414	537	472	297
372	429	415	537	472	296
373	429	414	536	472	297
373	425	414	536	472	297
373	429	414	537	473	296
372	428	414	536	473	297
373	428	414	537	473	297
373	428	414	537	473	296
373	429	414	536	473	296
373	428	414	536	473	297
372	428	414	535	473	297
373	428	413	535	472	296
373	428	413	536	472	296
373	428	414	536	472	297
372	428	413	535	473	297
373	428	414	535	472	296
373	426	413	536	473	296
373	428	414	536	472	297
373	428	414	536	473	298
371	429	414	536	473	296
373	429	414	536	474	297
373	429	414	536	473	296
373	428	414	535	473	296
372	428	414	536	473	296
372	428	414	536	473	296
372	428	414	535	473	297
371	428	414	536	474	297
373	428	414	535	473	296
373	428	413	535	473	296
372	428	413	535	473	295
373	428	414	535	474	296
372	428	414	536	474	298
373	428	414	536	474	296
373	428	414	536	474	297
373	428	414	537	474	297
373	428	415	536	475	297
373	428	415	537	475	297
373	428	415	535	476	298
373	427	415	537	476	296
373	428	416	537	475	297
373	428	416	538	476	297
373	428	415	539	476	297
373	428	415	539	476	296
371	427	415	539	476	297
373	428	415	539	476	297
374	428	415	538	476	296
373	428	415	538	475	296
373	428	415	538	476	297
373	428	415	538	475	297
374	428	415	539	476	297
374	428	415	538	476	295
374	427	415	538	476	295
373	427	415	539	476	295
373	428	416	537	476	297
373	428	415	538	477	296
373	428	415	538	476	295
373	428	415	536	476	297
374	427	415	538	476	297
372	427	416	538	476	295
373	428	415	538	476	295
374	429	415	539	476	297
373	427	415	538	476	296
374	427	415	538	476	296
373	427	415	539	476	297
373	428	416	538	476	297
372	428	414	539	477	297
374	428	415	540	476	296
374	428	415	540	478	296
373	427	416	540	478	296
374	428	415	543	479	297
373	429	415	543	480	296
374	428	416	546	482	297
374	428	416	547	484	297
374	428	417	547	487	296
376	428	419	549	490	298
375	428	420	549	492	295
375	427	422	551	490	297
376	427	422	550	490	296
376	428	422	551	490	296
375	428	423	551	490	296
375	427	422	551	491	296
375	426	423	551	490	296
375	427	423	551	489	297
374	427	422	552	489	296
375	427	422	552	489	296
374	427	423	553	490	296
375	427	422	553	489	295
375	427	423	554	490	295
375	428	422	553	489	296
373	427	422	553	489	296
375	426	423	554	489	296
375	428	423	553	489	296
374	427	422	553	489	297
374	427	422	552	489	296
374	427	422	552	488	297
375	427	421	552	489	296
375	426	419	553	488	296
373	427	420	553	488	297
373	427	419	558	488	296
373	427	419	557	487	296
374	427	418	561	485	296
374	428	418	563	485	296
374	431	416	567	484	297
374	427	416	576	483	297
369	427	416	582	482	298
374	428	415	578	480	299
373	429	415	576	479	298
373	429	415	574	478	299
373	429	415	575	476	300
372	429	414	584	475	300
372	430	414	575	474	301
372	428	414	575	472	303
372	430	414	575	471	302
373	430	413	574	471	303
373	430	413	573	470	304
372	430	413	573	472	303
372	431	413	571	469	304
372	430	413	570	469	304
373	431	414	567	469	306
372	430	414	566	469	304
373	431	413	564	468	305
373	430	413	562	469	304
373	431	413	562	468	304
372	431	413	562	468	304
372	431	412	562	468	304
373	431	412	561	469	304
372	431	413	560	469	304
371	432	413	560	469	305
372	431	412	560	468	305
372	432	413	560	468	304
372	432	413	560	469	304
372	432	413	560	469	304
371	432	412	561	468	304
371	432	412	561	468	306
371	431	413	562	468	310
371	432	412	564	467	315
371	432	412	568	467	320
370	431	413	575	465	325
370	432	413	582	465	333
370	431	412	603	463	338
371	432	412	605	460	343
