335	456	434	544	505	289
334	456	433	544	504	289
334	457	434	543	505	289
334	456	433	543	504	289
335	457	433	544	505	289
334	457	434	543	505	289
334	457	433	543	504	288
334	458	434	543	504	288
334	458	433	543	505	289
335	458	433	543	505	289
334	458	434	544	505	289
335	459	433	544	505	289
335	458	433	545	504	289
335	459	433	545	504	289
335	458	433	546	504	290
335	459	434	546	504	289
335	458	434	547	505	290
335	459	433	547	504	290
334	459	434	547	504	292
335	459	434	547	504	290
334	459	433	547	504	289
335	460	434	548	504	289
335	459	433	551	504	290
335	460	433	550	504	290
334	459	433	550	504	289
334	459	433	550	504	290
334	461	433	551	504	289
334	460	433	550	504	290
334	460	433	549	504	289
335	459	433	549	504	290
335	460	433	549	504	289
335	459	433	549	503	289
335	459	433	549	504	290
334	460	433	548	504	290
335	459	433	551	504	289
334	459	433	548	503	289
334	459	433	548	504	290
334	459	433	547	504	290
334	459	433	545	503	290
334	459	433	545	504	290
334	459	433	545	504	290
334	459	433	545	503	290
335	459	433	545	504	290
334	459	433	545	504	289
334	459	433	546	504	290
334	459	433	545	502	290
335	459	433	545	504	289
334	459	433	545	503	290
334	459	433	545	504	290
334	459	433	545	504	290
334	459	433	544	503	290
335	459	434	545	503	290
334	459	433	545	503	290
335	458	434	544	503	290
334	458	433	544	504	290
334	459	433	544	503	290
334	458	433	544	503	290
335	458	433	545	504	289
334	459	433	545	503	290
334	459	433	544	503	290
335	456	433	544	503	290
334	459	433	544	503	290
334	459	433	544	504	290
334	459	433	545	503	289
334	458	433	545	503	290
335	459	433	545	503	290
334	459	433	544	504	290
335	458	433	545	503	291
333	458	433	545	503	289
334	459	433	544	503	289
335	458	433	544	504	290
334	458	433	545	503	291
334	458	433	545	503	290
334	459	433	545	503	291
334	459	433	545	503	290
334	459	433	545	503	290
335	458	433	545	503	290
335	459	433	545	503	291
334	459	433	547	503	290
334	459	433	548	504	291
335	458	433	558	503	292
334	460	433	567	503	294
334	459	433	573	502	297
335	460	432	571	502	300
335	462	433	595	502	303
335	460	432	598	502	305
336	464	433	601	501	307
336	465	433	603	501	308
337	466	432	591	501	309
338	468	433	590	501	309
340	469	432	597	501	310
339	471	433	594	501	311
339	472	433	594	500	312
339	474	433	621	500	313
340	475	432	614	500	314
340	475	432	617	500	316
339	477	432	619	500	319
340	478	432	633	499	321
340	478	432	623	499	324
340	480	432	634	499	326
342	483	432	629	498	329
342	486	432	630	498	333
343	492	433	637	497	336
343	497	432	642	497	338
343	504	432	642	497	342
346	509	432	636	497	343
347	514	432	640	496	345
346	518	432	646	496	347
347	521	432	649	496	348
348	522	432	653	496	351
348	524	432	656	496	352
347	524	432	655	495	354
348	525	432	661	495	355
348	525	432	659	495	357
349	526	432	658	494	360
349	526	432	666	494	361
350	527	432	670	494	364
349	528	432	671	493	365
350	530	432	673	493	367
350	533	432	673	493	369
350	535	431	681	492	371
350	538	431	676	492	373
351	541	431	685	492	375
351	543	431	696	492	379
351	545	431	704	491	382
352	547	432	698	490	387
354	551	431	714	489	392
356	557	430	718	489	396
358	562	430	721	488	400
361	570	429	727	488	405
366	574	429	725	486	410
370	578	429	726	485	414
375	584	429	719	484	419
383	587	429	734	482	425
387	588	428	736	480	429
393	590	428	756	480	432
398	590	427	744	478	435
402	591	427	734	478	438
407	590	426	758	477	440
412	587	427	770	477	440
415	583	427	766	478	439
420	581	429	757	480	438
424	576	431	750	482	439
428	573	434	734	487	434
431	568	437	741	492	433
433	566	441	733	496	432
433	567	446	731	502	433
433	569	452	729	506	433
434	570	457	738	511	434
434	572	461	762	514	432
436	575	464	755	517	431
437	578	466	774	518	431
437	579	467	797	520	430
439	582	468	818	521	432
441	585	470	800	523	433
443	590	471	831	525	435
445	596	472	839	525	437
448	601	474	852	527	438
450	603	475	924	529	441
452	606	477	842	532	442
456	608	479	830	535	443
461	610	482	822	538	443
464	612	485	826	543	445
467	612	488	807	546	446
471	615	490	828	550	448
475	621	493	832	554	448
479	617	496	833	558	451
484	618	500	823	562	451
490	618	504	820	568	454
494	618	508	834	572	456
496	618	511	819	576	458
498	617	514	839	579	460
498	618	518	809	584	463
497	617	519	815	587	464
496	619	522	834	589	468
493	619	521	815	591	468
491	620	524	805	592	468
